Word,Old Testament,New Testament,Apocrypha,Total
maidservants',1,0,0,1
mail,2,0,1,3
maimed,1,6,5,12
mainsail,0,1,0,1
maintain,8,2,3,13
maintained,1,0,0,1
maintainest,1,0,0,1
maintaineth,0,0,1,1
maintenance,2,0,1,3
majesty,25,4,13,42
makaz,1,0,0,1
make,834,141,147,1122
maked,0,0,1,1
maker,18,1,6,25
makers,1,0,0,1
makest,20,6,3,29
maketh,97,20,43,160
makheloth,2,0,0,2
making,17,13,16,46
makkedah,8,0,0,8
maktesh,1,0,0,1
malachi,1,0,0,1
malachy,0,0,1,1
malcham,2,0,0,2
malchiah,9,0,0,9
malchiel,3,0,0,3
malchielites,1,0,0,1
malchijah,6,0,0,6
malchiram,1,0,0,1
malchishua,3,0,0,3
malchus,0,1,0,1
male,41,4,0,45
malefactor,0,1,0,1
malefactors,0,3,0,3
maleleel,0,1,0,1
males,32,0,3,35
malice,0,6,9,15
malicious,0,1,5,6
maliciously,0,0,3,3
maliciousness,0,2,0,2
malign,0,0,1,1
maligned,0,0,1,1
malignity,0,1,1,2
mallos,0,0,1,1
mallothi,2,0,0,2
mallows,1,0,0,1
malluch,6,0,0,6
mamaias,0,0,1,1
mammon,0,4,0,4
mamnitanaimus,0,0,1,1
mamre,10,0,0,10
mamuchus,0,0,1,1
man,1547,783,417,2747
man',0,0,1,1
man's,82,38,28,148
manacles,0,0,1,1
manaen,0,1,0,1
manage,0,0,1,1
managed,0,0,1,1
manahath,3,0,0,3
manahethites,2,0,0,2
manasseas,0,0,1,1
manasseh,132,0,0,132
manasseh's,4,0,0,4
manasses,0,2,8,10
manassites,3,0,0,3
mandate,0,0,1,1
mandrakes,4,0,0,4
maneh,1,0,0,1
manfully,0,0,11,11
manger,0,3,0,3
mangled,0,0,2,2
mani,0,0,1,1
manifest,1,36,14,51
manifestation,0,3,2,5
manifested,0,9,1,10
manifestly,0,1,3,4
manifold,4,4,3,11
mankind,3,3,3,9
manliness,0,0,3,3
manlius,0,0,1,1
manly,0,0,2,2
manna,12,5,2,19
manner,129,56,52,237
manners,3,3,4,10
manners',0,0,1,1
manoah,14,0,0,14
manservant,11,0,0,11
manservant's,1,0,0,1
manservants,1,0,0,1
mansions,0,1,0,1
manslaughter,0,0,2,2
manslayer,2,0,0,2
manslayers,0,1,0,1
mantle,13,0,0,13
mantles,1,0,0,1
many,259,266,174,699
maoch,1,0,0,1
maon,5,0,0,5
maonites,1,0,0,1
mar,6,0,1,7
mara,1,0,0,1
marah,3,0,0,3
maralah,1,0,0,1
maranatha,0,1,0,1
marble,3,1,0,4
march,5,0,0,5
marched,1,0,8,9
marchedst,1,0,0,1
marching,0,0,1,1
marcus,0,3,0,3
mardocheus,0,0,10,10
mardocheus',0,0,1,1
mareshah,8,0,0,8
marimoth,0,0,1,1
mariners,5,0,0,5
marisa,0,0,1,1
marishes,1,0,0,1
mark,20,16,7,43
marked,5,1,0,6
markest,1,0,0,1
market,4,3,1,8
marketh,2,0,0,2
marketplace,0,3,1,4
marketplaces,0,1,1,2
markets,0,4,0,4
marks,1,1,1,3
marmoth,0,0,1,1
maroth,1,0,0,1
marred,4,1,0,5
marriage,2,16,11,29
marriages,3,0,2,5
married,17,11,12,40
marrieth,1,2,0,3
marrow,4,1,0,5
marry,4,15,7,26
marrying,1,1,1,3
mars',0,1,0,1
marsena,1,0,0,1
marsh,0,0,2,2
mart,1,0,0,1
martha,0,12,0,12
martyr,0,2,0,2
martyrs,0,1,0,1
marvel,1,10,5,16
marvelled,2,21,7,30
marvelleth,0,0,2,2
marvellous,16,6,12,34
marvellously,2,0,1,3
marvelously,1,0,0,1
marvels,1,0,0,1
mary,0,46,0,46
masaloth,0,0,1,1
mash,1,0,0,1
mashal,1,0,0,1
masias,0,0,1,1
masman,0,0,1,1
masons,7,0,1,8
maspha,0,0,2,2
masrekah,2,0,0,2
mass,0,0,1,1
massa,2,0,0,2
massacre,0,0,1,1
massah,4,0,0,4
massias,0,0,1,1
mast,2,0,0,2
master,77,68,7,152
master's,20,1,0,21
masterbuilder,0,1,0,1
masteries,0,1,0,1
mastering,0,0,1,1
masters,5,14,1,20
masters',1,1,0,2
mastery,2,1,0,3
mastick,0,0,1,1
masts,1,0,0,1
mate,2,0,0,2
mathanias,0,0,1,1
mathusala,0,1,0,1
matred,2,0,0,2
matri,1,0,0,1
matrix,5,0,0,5
mattan,3,0,0,3
mattanah,2,0,0,2
mattaniah,16,0,0,16
mattatha,0,1,0,1
mattathah,1,0,0,1
mattathias,0,2,15,17
mattenai,3,0,0,3
matter,61,15,36,112
matters,16,6,8,30
matthan,0,1,0,1
matthanias,0,0,1,1
matthat,0,2,0,2
matthelas,0,0,1,1
matthew,0,5,0,5
matthias,0,2,1,3
mattithiah,8,0,0,8
mattock,2,0,0,2
mattocks,2,0,0,2
maul,1,0,0,1
maw,1,0,0,1
may,670,261,149,1080
mayest,96,11,13,120
mazitias,0,0,1,1
mazzaroth,1,0,0,1
me,2413,667,330,3410
meadow,2,0,0,2
meadows,1,0,1,2
meah,2,0,0,2
meal,10,2,0,12
mealtime,1,0,0,1
mean,13,9,11,33
meanest,4,0,1,5
meaneth,5,3,0,8
meani,0,0,1,1
meaning,1,2,4,7
meanly,0,0,1,1
means,13,22,18,53
meant,1,2,2,5
mearah,1,0,0,1
measurably,0,0,1,1
measure,38,24,6,68
measured,39,5,3,47
measures,31,5,2,38
measuring,9,1,0,10
meat,220,54,26,300
meats,1,6,9,16
mebunnai,1,0,0,1
mecherathite,1,0,0,1
medaba,0,0,1,1
medad,2,0,0,2
medan,2,0,0,2
meddle,6,0,4,10
meddled,1,0,0,1
meddleth,1,0,0,1
meddling,2,0,0,2
mede,1,0,0,1
medeba,5,0,0,5
medes,13,1,4,18
media,6,0,16,22
median,1,0,0,1
mediator,0,6,0,6
medicine,2,0,2,4
medicines,2,0,1,3
meditate,12,2,3,17
meditation,6,0,1,7
meditations,0,0,1,1
meeda,0,0,1,1
meek,12,4,3,19
meekness,2,12,7,21
meet,104,23,33,160
meetest,2,0,1,3
meeteth,3,0,1,4
meeting,2,0,1,3
megiddo,11,0,0,11
megiddon,1,0,0,1
mehetabeel,1,0,0,1
mehetabel,2,0,0,2
mehida,2,0,0,2
mehir,1,0,0,1
meholathite,2,0,0,2
mehujael,1,0,0,1
mehuman,1,0,0,1
mehunim,1,0,0,1
mehunims,1,0,0,1
mejarkon,1,0,0,1
mekonah,1,0,0,1
melatiah,1,0,0,1
melchi,0,2,0,2
melchiah,1,0,0,1
melchias,0,0,3,3
melchiel,0,0,1,1
melchisedec,0,9,0,9
melchishua,2,0,0,2
melchizedek,2,0,0,2
melea,0,1,0,1
melech,2,0,0,2
melicu,1,0,0,1
melita,0,1,0,1
melodious,0,0,1,1
melody,3,1,5,9
melons,1,0,0,1
melt,14,2,5,21
melted,12,0,3,15
melteth,7,0,0,7
melting,1,0,0,1
melzar,2,0,0,2
member,1,4,2,7
members,2,22,4,28
memmius,0,0,1,1
memorial,28,3,23,54
memory,5,1,6,12
memphis,1,0,1,2
memucan,3,0,0,3
men,1126,363,371,1860
men's,14,10,12,36
menahem,8,0,0,8
menan,0,1,0,1
menchildren,1,0,0,1
mend,1,0,0,1
mending,0,2,0,2
mene,2,0,0,2
menelans,0,0,16,16
menestheus,0,0,1,1
menpleasers,0,2,0,2
menservants,9,1,5,15
menstealers,0,1,0,1
menstruous,3,0,3,6
mention,18,5,1,24
mentioned,7,0,0,7
meonenim,1,0,0,1
meonothai,1,0,0,1
mephaath,4,0,0,4
mephibosheth,13,0,0,13
merab,3,0,0,3
meraiah,1,0,0,1
meraioth,7,0,0,7
meran,0,0,1,1
merari,38,0,2,40
merarites,1,0,0,1
merathaim,1,0,0,1
merchandise,14,5,2,21
merchant,11,1,2,14
merchantmen,2,0,0,2
merchants,22,4,3,29
merchants',1,0,1,2
mercies,35,5,6,46
mercies',4,0,0,4
merciful,31,5,30,66
mercifully,0,0,1,1
mercifulness,0,0,1,1
merciless,0,0,1,1
mercurius,0,1,0,1
mercy,208,53,91,352
mercyseat,0,1,0,1
mered,2,0,0,2
meremoth,6,0,1,7
meres,1,0,0,1
meribah,6,0,0,6
meribahkadesh,1,0,0,1
meribbaal,2,0,0,2
merodach,1,0,0,1
merodachbaladan,1,0,0,1
merom,2,0,0,2
meronothite,2,0,0,2
meroz,1,0,0,1
merrily,1,0,0,1
merry,21,7,11,39
merryhearted,1,0,0,1
meruth,0,0,1,1
mesech,1,0,0,1
mesha,4,0,0,4
meshach,14,0,0,14
meshech,8,0,0,8
meshelemiah,4,0,0,4
meshezabeel,3,0,0,3
meshillemith,1,0,0,1
meshillemoth,2,0,0,2
meshobab,1,0,0,1
meshullam,25,0,0,25
meshullemeth,1,0,0,1
mesobaite,1,0,0,1
mesopotamia,5,2,4,11
mess,2,0,0,2
message,4,3,2,9
messenger,27,5,1,33
messengers,70,4,7,81
messes,1,0,1,2
messiah,2,0,0,2
messias,0,2,0,2
met,27,18,19,64
mete,3,3,0,6
meted,3,0,0,3
meterus,0,0,1,1
meteyard,1,0,0,1
methegammah,1,0,0,1
methusael,1,0,0,1
methuselah,6,0,0,6
meunim,1,0,0,1
mezahab,2,0,0,2
miamin,2,0,0,2
mibhar,1,0,0,1
mibsam,3,0,0,3
mibzar,2,0,0,2
micah,27,0,0,27
micah's,3,0,0,3
micaiah,18,0,0,18
mice,4,0,0,4
micha,4,0,1,5
michael,13,2,1,16
michah,2,0,0,2
michaiah,7,0,0,7
michal,17,0,0,17
micheas,0,0,1,1
michmas,2,0,0,2
michmash,9,0,0,9
michmethah,2,0,0,2
michri,1,0,0,1
midday,2,1,1,4
middin,1,0,0,1
middle,15,1,1,17
middlemost,2,0,0,2
midian,38,0,0,38
midianite,1,0,0,1
midianites,24,0,0,24
midianitish,3,0,0,3
midland,0,0,1,1
midnight,7,6,1,14
midst,306,44,47,397
midwife,3,0,0,3
midwives,6,0,0,6
migdalel,1,0,0,1
migdalgad,1,0,0,1
migdol,4,0,0,4
might,218,221,139,578
mightest,11,7,4,22
mightier,10,3,3,16
mighties,2,0,0,2
mightiest,1,0,1,2
mightily,7,4,4,15
mighty,240,37,64,341
migron,2,0,0,2
mijamin,2,0,0,2
mikloth,4,0,0,4
mikneiah,2,0,0,2
milalai,1,0,0,1
milcah,10,0,0,10
milch,3,0,0,3
milcom,3,0,0,3
mildew,5,0,0,5
mildness,0,0,2,2
mile,0,1,0,1
miletum,0,1,0,1
miletus,0,2,0,2
milk,43,5,5,53
mill,1,1,0,2
millet,1,0,0,1
millions,1,0,0,1
millo,9,0,0,9
mills,1,0,0,1
millstone,4,5,0,9
millstones,2,0,0,2
mincing,1,0,0,1
mind,38,54,68,160
minded,3,10,2,15
mindful,6,4,7,17
minding,0,1,0,1
minds,5,11,6,22
mine,533,54,46,633
mines,0,0,1,1
mingle,2,0,1,3
mingled,47,5,2,54
mingling,0,0,1,1
miniamin,3,0,0,3
minish,1,0,0,1
minished,1,0,0,1
minister,65,33,6,104
ministered,18,19,2,39
ministereth,0,2,0,2
ministering,2,7,0,9
ministers,15,9,6,30
ministration,0,6,0,6
ministry,4,18,2,24
minni,1,0,0,1
minnith,2,0,0,2
minstrel,1,0,0,1
minstrels,0,1,0,1
mint,0,2,0,2
miphkad,1,0,0,1
miracle,1,9,0,10
miracles,4,23,0,27
miraculously,0,0,1,1
mire,13,1,0,14
miriam,13,0,0,13
mirma,1,0,0,1
mirror,0,0,1,1
mirth,15,0,6,21
miry,4,0,0,4
misael,0,0,3,3
misbehave,0,0,1,1
miscarry,0,0,1,1
miscarrying,1,0,0,1
mischief,45,1,11,57
mischiefs,3,0,0,3
mischievous,5,0,4,9
misconceive,0,0,1,1
miserable,1,2,9,12
miserably,0,1,0,1
miseries,1,1,3,5
misery,6,1,8,15
misgab,1,0,0,1
mishael,8,0,0,8
mishal,1,0,0,1
misham,1,0,0,1
misheal,1,0,0,1
mishma,4,0,0,4
mishmannah,1,0,0,1
mishraites,1,0,0,1
misinformed,0,0,1,1
mispereth,1,0,0,1
misrephothmaim,2,0,0,2
miss,2,0,2,4
missed,3,0,0,3
missing,2,0,1,3
mist,1,2,2,5
mistress,9,0,0,9
misused,1,0,0,1
mite,0,1,0,1
mites,0,2,0,2
mithcah,2,0,0,2
mithnite,1,0,0,1
mithredath,2,0,0,2
mithridates,0,0,2,2
mitigated,0,0,1,1
mitre,9,0,1,10
mitres,0,0,1,1
mitylene,0,1,0,1
mixed,7,1,2,10
mixt,1,0,0,1
mixture,1,2,0,3
mizar,1,0,0,1
mizpah,21,0,0,21
mizpar,1,0,0,1
mizpeh,21,0,0,21
mizraim,4,0,0,4
mizzah,3,0,0,3
mnason,0,1,0,1
moab,151,0,6,157
moabite,3,0,0,3
moabites,18,0,2,20
moabitess,6,0,0,6
moabitish,1,0,0,1
moadiah,1,0,0,1
moan,0,0,1,1
mochmur,0,0,1,1
mock,9,3,1,13
mocked,11,10,3,24
mocker,1,0,0,1
mockers,4,1,0,5
mockery,0,0,2,2
mockest,1,0,0,1
mocketh,5,0,0,5
mocking,2,3,3,8
mockings,0,1,0,1
moderate,0,0,1,1
moderately,1,0,1,2
moderation,0,1,0,1
modest,0,1,1,2
modin,0,0,9,9
moeth,0,0,1,1
moist,1,0,2,3
moistened,1,0,0,1
moisture,1,1,0,2
moladah,4,0,0,4
mole,1,0,0,1
molech,8,0,0,8
moles,1,0,0,1
molest,0,0,2,2
molested,0,0,1,1
moli,0,0,1,1
molid,1,0,0,1
mollified,1,0,0,1
mollifying,0,0,1,1
moloch,1,1,0,2
molten,39,0,1,40
momdis,0,0,1,1
moment,19,3,5,27
money,101,22,45,168
moneychangers,0,2,0,2
monsters,1,0,1,2
monstrous,0,0,1,1
month,183,4,45,232
monthly,1,0,0,1
months,41,16,9,66
monument,0,0,3,3
monuments,1,0,0,1
moon,41,10,10,61
moons,11,0,4,15
moosias,0,0,1,1
morasthite,2,0,0,2
mordecai,51,0,0,51
mordecai's,2,0,0,2
more,424,206,140,770
moreh,3,0,0,3
moreover,153,17,50,220
moreshethgath,1,0,0,1
morever,1,0,0,1
moriah,2,0,0,2
morning,197,17,21,235
morrow,78,22,7,107
morsel,9,1,0,10
morsels,1,0,0,1
mortal,1,5,7,13
mortality,0,1,0,1
mortally,1,0,0,1
mortar,2,0,0,2
morter,11,0,0,11
mortgaged,1,0,0,1
mortify,0,2,1,3
mosera,1,0,0,1
moseroth,2,0,0,2
moses,698,76,30,804
moses',13,3,0,16
mosollam,0,0,1,1
mosollamon,0,0,1,1
most,111,21,116,248
mote,0,5,0,5
moth,7,3,3,13
motheaten,0,1,0,1
mother,148,78,45,271
mother's,63,7,7,77
mothers,4,3,0,7
mothers',1,0,0,1
moths,0,0,1,1
motion,0,0,3,3
motions,0,1,0,1
mould,0,0,1,1
mouldy,2,0,0,2
mount,215,21,18,254
mountain,101,28,16,145
mountains,155,13,38,206
mounted,1,0,0,1
mounting,1,0,0,1
mounts,3,0,1,4
mourn,38,6,11,55
mourned,18,4,9,31
mourner,1,0,0,1
mourners,4,0,0,4
mourneth,11,0,0,11
mournfully,1,0,0,1
mourning,44,4,23,71
mournings,0,0,2,2
mouse,2,0,0,2
mouth,330,66,67,463
mouths,14,5,5,24
move,10,3,3,16
moveable,1,0,1,2
moved,56,18,21,95
movedst,1,0,1,2
mover,0,1,0,1
moveth,8,0,0,8
moving,4,1,2,7
mower,1,0,0,1
mowings,1,0,0,1
mown,1,0,0,1
moza,5,0,0,5
mozah,1,0,0,1
much,151,125,122,398
mufflers,1,0,0,1
mulberries,0,0,1,1
mulberry,4,0,0,4
mule,7,0,1,8
mules,11,0,1,12
mules',1,0,0,1
multiplied,35,8,12,55
multipliedst,1,0,0,1
multiplieth,3,0,2,5
multiply,40,2,8,50
multiplying,1,1,1,3
multitude,146,87,102,335
multitudes,2,21,3,26
munition,2,0,1,3
munitions,1,0,0,1
muppim,1,0,0,1
murder,4,5,1,10
murdered,0,0,2,2
murderer,10,5,2,17
murderers,3,6,2,11
murders,0,4,1,5
murmur,6,2,2,10
murmured,10,9,3,22
murmurers,0,1,0,1
murmuring,0,2,2,4
murmurings,7,1,1,9
murrain,1,0,0,1
muse,1,0,0,1
mused,0,1,1,2
museth,0,0,1,1
mushi,8,0,0,8
mushites,2,0,0,2
musical,3,0,3,6
musician,0,0,1,1
musicians,0,1,0,1
musick,15,1,8,24
musing,1,0,0,1
must,45,81,19,145
mustard,0,5,0,5
mustered,2,0,1,3
mustereth,1,0,0,1
muted,0,0,1,1
mutter,1,0,0,1
muttered,1,0,0,1
mutual,0,1,0,1
muzzle,1,2,0,3
my,2578,496,367,3441
myndus,0,0,1,1
myra,0,1,0,1
myrrh,13,3,1,17
myrtle,6,0,0,6
myself,70,44,19,133
mysia,0,2,0,2
mysteries,0,5,4,9
mystery,0,22,0,22
naam,1,0,0,1
naamah,5,0,0,5
naaman,13,1,0,14
naaman's,1,0,0,1
naamathite,4,0,0,4
naamites,1,0,0,1
naarah,2,0,0,2
naarai,1,0,0,1
naaran,1,0,0,1
naarath,1,0,0,1
naashon,1,0,0,1
naasson,0,2,0,2
naathus,0,0,1,1
nabal,15,0,0,15
nabal's,4,0,0,4
nabarias,0,0,1,1
nabathites,0,0,2,2
naboth,18,0,0,18
nabuchodonosor,0,0,34,34
nachon's,1,0,0,1
nachor,1,1,0,2
nadab,20,0,0,20
nadabatha,0,0,1,1
nagge,0,1,0,1
nahalal,1,0,0,1
nahaliel,1,0,0,1
nahallal,1,0,0,1
nahalol,1,0,0,1
naham,1,0,0,1
nahamani,1,0,0,1
naharai,1,0,0,1
nahari,1,0,0,1
nahash,8,0,0,8
nahath,5,0,0,5
nahbi,1,0,0,1
nahor,15,0,0,15
nahor's,2,0,0,2
nahshon,8,0,0,8
nahum,1,0,1,2
naidus,0,0,1,1
nail,7,0,1,8
nailing,0,1,0,1
nails,8,1,0,9
nain,0,1,0,1
naioth,5,0,0,5
naked,30,15,4,49
nakedness,40,3,0,43
name,673,159,102,934
name's,19,11,2,32
named,15,42,8,65
namely,20,3,13,36
names,76,11,6,93
nameth,0,1,1,2
naming,0,0,1,1
nanea,0,0,2,2
nanea's,0,0,1,1
naomi,19,0,0,19
naomi's,1,0,0,1
naphish,2,0,0,2
naphisi,0,0,1,1
naphtali,47,0,0,47
naphthar,0,0,1,1
naphtuhim,2,0,0,2
napkin,0,3,0,3
narcissus,0,1,0,1
narrations,0,0,1,1
narrow,8,1,5,14
narrowed,1,0,0,1
narrower,1,0,0,1
narrowly,2,0,0,2
nasbas,0,0,1,1
nasith,0,0,1,1
nasor,0,0,1,1
nathan,38,1,2,41
nathanael,0,6,3,9
nathanias,0,0,1,1
nathanmelech,1,0,0,1
nation,99,28,74,201
nations,284,37,63,384
native,1,0,0,1
nativity,7,0,2,9
natural,1,11,0,12
naturally,0,2,0,2
nature,0,11,6,17
natures,0,0,1,1
naught,2,0,0,2
naughtiness,2,1,1,4
naughty,3,0,1,4
naum,0,1,0,1
nave,0,0,1,1
navel,4,0,0,4
naves,1,0,0,1
navigable,0,0,1,1
navy,4,0,3,7
nay,32,18,1,51
nazarene,0,1,0,1
nazarenes,0,1,0,1
nazareth,0,29,0,29
nazarite,9,0,0,9
nazarites,3,0,1,4
neah,1,0,0,1
neapolis,0,1,0,1
near,180,20,41,241
nearer,1,1,0,2
nearest,0,0,1,1
neariah,3,0,0,3
nebai,1,0,0,1
nebaioth,2,0,0,2
nebajoth,3,0,0,3
neballat,1,0,0,1
nebat,25,0,1,26
nebo,13,0,0,13
nebuchadnezzar,57,0,0,57
nebuchadrezzar,31,0,0,31
nebushasban,1,0,0,1
nebuzaradan,15,0,0,15
necessary,1,8,8,17
necessities,0,3,1,4
necessity,0,10,5,15
necho,3,0,0,3
neck,54,6,14,74
necks,16,1,1,18
necodan,0,0,1,1
necromancer,1,0,0,1
nedabiah,1,0,0,1
need,6,41,23,70
needed,0,2,1,3
needest,0,1,0,1
needeth,1,5,2,8
needful,1,5,2,8
needle,0,2,0,2
needle's,0,1,0,1
needlework,8,0,0,8
needs,6,10,3,19
needy,37,0,5,42
neemias,0,0,9,9
neesings,1,0,0,1
neglect,0,3,3,6
neglected,0,1,1,2
neglecting,0,1,1,2
negligent,1,1,2,4
nehelamite,3,0,0,3
nehemiah,8,0,0,8
nehemias,0,0,2,2
nehum,1,0,0,1
nehushta,1,0,0,1
nehushtan,1,0,0,1
neiel,1,0,0,1
neighbor,0,0,2,2
neighbour,84,16,23,123
neighbour's,24,0,3,27
neighbours,16,5,9,30
neighbours',1,0,0,1
neighed,1,0,0,1
neigheth,0,0,1,1
neighing,1,0,0,1
neighings,1,0,0,1
neither,606,196,175,977
nekeb,1,0,0,1
nekoda,4,0,0,4
nemuel,3,0,0,3
nemuelites,1,0,0,1
nepheg,4,0,0,4
nephew,2,0,0,2
nephews,1,1,0,2
nephi,0,0,1,1
nephis,0,0,1,1
nephish,1,0,0,1
nephishesim,1,0,0,1
nephthali,0,0,4,4
nephthalim,0,3,1,4
nephtoah,2,0,0,2
nephusim,1,0,0,1
ner,16,0,0,16
nereus,0,1,0,1
nergal,1,0,0,1
nergalsharezer,2,0,0,2
neri,0,1,0,1
neriah,10,0,0,10
nerias,0,0,1,1
nest,15,0,0,15
nests,2,2,0,4
net,29,8,0,37
nethaneel,14,0,0,14
nethaniah,20,0,0,20
nether,15,0,0,15
nethermost,1,0,0,1
nethinims,16,0,0,16
netophah,2,0,1,3
netophathi,1,0,0,1
netophathite,7,0,0,7
netophathites,2,0,0,2
nets,7,6,0,13
nettles,5,0,0,5
network,7,0,0,7
networks,3,0,0,3
never,47,36,58,141
nevertheless,64,32,38,134
neverthless,0,1,0,1
new,84,47,18,149
newborn,0,1,0,1
newly,2,0,3,5
newness,0,2,0,2
news,1,0,1,2
next,34,19,14,67
neziah,2,0,0,2
nezib,1,0,0,1
nibhaz,1,0,0,1
nibshan,1,0,0,1
nicanor,0,1,29,30
nicanor's,0,0,10,10
nicanors,0,0,1,1
nicodemus,0,5,0,5
nicolaitanes,0,2,0,2
nicolas,0,1,0,1
nicopolis,0,1,0,1
niger,0,1,0,1
niggard,0,0,3,3
niggardness,0,0,1,1
nigh,54,44,13,111
night,235,61,58,354
nights,15,2,3,20
nimrah,1,0,0,1
nimrim,2,0,0,2
nimrod,4,0,0,4
nimshi,5,0,0,5
nine,44,5,14,63
nineteen,3,0,0,3
nineteenth,4,0,0,4
ninety,20,4,1,25
nineve,0,1,15,16
nineveh,16,1,0,17
ninevites,0,1,1,2
ninth,23,10,6,39
nisan,2,0,2,4
nisroch,2,0,0,2
nitre,2,0,0,2
no,877,439,293,1609
noadiah,2,0,0,2
noah,42,3,2,47
noah's,2,0,0,2
nob,6,0,0,6
nobah,2,0,0,2
nobility,0,0,2,2
noble,3,4,8,15
nobleman,0,3,1,4
nobles,30,0,4,34
noblest,0,0,1,1
nod,1,0,0,1
nodab,1,0,0,1
noe,0,5,1,6
noeba,0,0,1,1
nogah,2,0,0,2
nohah,1,0,0,1
noise,67,3,20,90
noised,1,3,1,5
noises,0,0,1,1
noisome,3,1,1,5
nomades,0,0,1,1
non,1,0,0,1
none,276,65,58,399
noon,14,1,3,18
noonday,7,0,0,7
noontide,1,0,0,1
noph,7,0,0,7
nophah,1,0,0,1
nor,498,98,118,714
north,122,3,4,129
northern,2,0,1,3
northward,24,0,0,24
nose,12,0,0,12
noses,2,0,1,3
nostrils,15,0,1,16
not,3845,1735,999,6579
notable,2,3,3,8
notably,0,0,1,1
note,1,2,1,4
noted,1,0,0,1
notes,0,0,1,1
nothing,109,112,61,282
notice,1,1,0,2
notified,0,0,1,1
notwithstanding,23,13,5,41
nought,24,11,12,47
nourish,5,0,7,12
nourished,4,6,8,18
nourisher,1,0,0,1
nourisheth,0,1,4,5
nourishing,1,0,0,1
nourishment,0,1,0,1
novice,0,1,0,1
now,925,396,371,1692
number,145,21,52,218
numbered,110,5,5,120
numberest,2,0,0,2
numbering,2,0,0,2
numbers,3,0,0,3
numenius,0,0,4,4
nun,29,0,0,29
nurse,8,1,2,11
nursed,2,0,2,4
nursing,2,0,0,2
nurture,0,1,2,3
nurtured,0,0,3,3
nurturedst,0,0,1,1
nurtureth,0,0,1,1
nuts,2,0,0,2
nymphas,0,1,0,1
o,920,55,214,1189
oak,14,0,1,15
oaks,6,0,0,6
oar,1,0,0,1
oars,2,0,0,2
oath,43,11,11,65
oath's,0,2,0,2
oaths,2,1,5,8
obadiah,19,0,0,19
obal,1,0,0,1
obdia,0,0,1,1
obed,9,2,0,11
obededom,15,0,0,15
obedience,0,12,0,12
obedient,8,8,11,27
obeisance,9,0,0,9
obeth,0,0,1,1
obey,42,24,10,76
obeyed,34,7,5,46
obeyedst,2,0,0,2
obeyeth,3,0,2,5
obeying,2,1,0,3
obil,1,0,0,1
object,0,1,0,1
objecteth,0,0,1,1
oblation,30,0,1,31
oblations,5,0,5,10
oboth,4,0,0,4
obscure,1,0,1,2
obscurity,3,0,1,4
observation,0,1,0,1
observe,46,6,7,59
observed,8,2,2,12
observer,1,0,0,1
observers,1,0,0,1
observest,1,0,0,1
observeth,1,0,0,1
obstinate,2,0,1,3
obtain,5,10,9,24
obtained,6,20,7,33
obtaineth,2,0,1,3
obtaining,0,1,1,2
occasion,10,9,6,25
occasioned,1,0,0,1
occasions,3,0,0,3
occupation,3,2,0,5
occupied,6,1,5,12
occupiers,1,0,0,1
occupieth,0,1,1,2
occupy,1,1,1,3
occurrent,1,0,0,1
ochiel,0,0,1,1
ocidelus,0,0,1,1
ocina,0,0,1,1
ocran,5,0,0,5
odd,1,0,0,1
oded,3,0,0,3
odious,2,0,1,3
odollam,0,0,1,1
odonarkes,0,0,1,1
odour,0,2,1,3
odours,5,2,1,8
of,14229,3893,3135,21257
off,419,59,50,528
offence,3,15,9,27
offences,1,5,1,7
offend,7,16,9,32
offended,8,16,7,31
offender,1,1,0,2
offenders,1,0,0,1
offendeth,0,0,2,2
offending,0,0,1,1
offer,197,16,17,230
offered,108,27,27,162
offereth,15,0,3,18
offering,494,10,19,523
offerings,205,5,18,228
office,37,8,5,50
officer,9,2,1,12
officers,48,10,10,68
offices,5,0,1,6
offscouring,1,1,0,2
offspring,9,3,4,16
oft,3,9,3,15
often,2,12,4,18
oftener,0,1,0,1
oftentimes,2,4,3,9
ofttimes,0,3,2,5
og,22,0,0,22
oh,37,0,1,38
ohad,2,0,0,2
ohel,1,0,0,1
oil,176,11,6,193
oiled,2,0,0,2
ointment,14,11,3,28
ointments,3,2,2,7
olamus,0,0,1,1
old,299,47,52,398
oldness,0,1,0,1
olive,30,4,3,37
olives,3,11,1,15
olivet,1,1,0,2
oliveyard,1,0,0,1
oliveyards,5,0,0,5
olympas,0,1,0,1
olympius,0,0,1,1
omaerus,0,0,1,1
omar,3,0,0,3
omega,0,4,0,4
omer,5,0,0,5
omers,1,0,0,1
omitted,0,1,1,2
omnipotency,0,0,1,1
omnipotent,0,1,0,1
omri,16,0,0,16
on,1202,511,161,1874
onam,4,0,0,4
onan,6,0,0,6
once,31,25,13,69
one,1154,541,295,1990
one's,1,1,0,2
ones,69,7,4,80
onesimus,0,2,0,2
onesiphorus,0,2,0,2
oniares,0,0,1,1
onias,0,0,18,18
onions,1,0,0,1
only,152,98,64,314
ono,5,0,0,5
onus,0,0,1,1
onward,1,0,0,1
onycha,1,0,0,1
onyx,11,0,1,12
open,96,27,33,156
opened,71,61,21,153
openest,2,0,0,2
openeth,17,3,2,22
opening,6,1,2,9
openings,1,0,0,1
openly,2,13,6,21
operation,2,1,1,4
operations,0,1,1,2
ophel,5,0,0,5
ophir,12,0,2,14
ophni,1,0,0,1
ophrah,8,0,0,8
opinion,3,0,1,4
opinions,1,0,0,1
